station,rank
31623,0.045961177111015515
31229,0.033592632439020026
31200,0.03245828990815642
31258,0.03114401359113843
31615,0.029477667813273958
31108,0.028706244867342787
31201,0.028191975277878745
31289,0.026083591345046096
31249,0.024824007802376858
31288,0.024819751800659304
31628,0.024586915407789775
31230,0.023648085335571462
31247,0.02343112271991569
31214,0.023119497476905834
31277,0.0225520618370473
31101,0.02243222497029357
31600,0.022420034882104665
31266,0.02230162555421403
31233,0.021730645609305356
31228,0.020578645543362584
31241,0.020559933642290477
31603,0.019692482688281464
31232,0.019596484139475505
31110,0.019311371253220678
31128,0.018781616601911178
31203,0.018704007501708864
31265,0.01849523042062549
31281,0.018479130100368793
31290,0.01794952143298628
31248,0.017471965126770517
31272,0.017366667728662338
31246,0.017156319915246
31646,0.01684596355359751
31271,0.016654188298244738
31212,0.01647974912658686
31129,0.01644366290938047
31613,0.016157218171347697
31321,0.014561508683555624
31243,0.014411747111645487
31215,0.014000871389049247
31627,0.013782513823423046
31257,0.013647163656174537
31227,0.013624234075171384
31609,0.013592602130079942
31295,0.013254016858172657
31014,0.012045496066506577
31219,0.01016935933827002
31314,0.008136791829895487
31064,0.006800747033336463
31002,0.006019216714234539
31007,0.004651596397295693
31037,0.003096410990066061
